label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
4	-281 m^2	0.678	Chris	Robotics Engineering	-0.8397	2348	-1009	baseball	2050	-290
3	18 m^2	-0.287	Sam	Human Computer Interaction, Bioengineering, Natural Language Processing, Games and Playable Media	2.3267	393	171	ice hockey	-509	1044
1	1351 m^2	1.7108	Andrew	Computer Game Design	1.512	-106	849	football	244	434
2	-1030 m^2	0.4622	Reilly	Technology and Information Management, Computational Media	0.4609	-840	2722	soccer	818	-564
4	413 m^2	-1.1656	Michael	Computer Science	1.6428	816	-963	golf	1933	930
2	623 m^2	-0.3855	Reilly	Electrical Engineering, Bioinformatics, Biotechnology	1.9375	-455	788	soccer	1273	381
0	207 m^2	0.2225	Inan	Biotechnology, Electrical Engineering, Bioinformatics	2.5411	1148	672	track & field	141	16
2	633 m^2	-0.6436	Reilly	Technology and Information Management, Data Science	0.5974	461	882	SOCCER	1147	-480
1	53 m^2	-0.3729	Eriq	Computer Game Design	0.0266		217	football	801	686
3	627 m^2	0.2508	Lise	Bioengineering, Human Computer Interaction, Games and Playable Media	0.9774	1248	-1223	basketball	1508	1437
2	1103 m^2	0.7759	Reilly	Data Science, Computational Media	1.393	1457	1461	soccer	2560	674
2	736 m^2	0.9741	Reilly	Data Science	0.5871	-491	2735	soccer	1906	899
4	853 m^2	0.1755	Andrew	Computer Science	1.7417	-1381	-129	baseball	758	2508
3	-728 m^2	2.1986	Sam	Bioengineering, Games and Playable Media, Applied Mathematics, Natural Language Processing	1.0758	-317	1401	ice hockey	1120	507
2	591 m^2	1.2248	Reilly	Robotics Engineering	0.741	430	655	soccer	668	72
2	1180 m^2	0.6961	Reilly	Technology and Information Management	0.8263	208	544	soccer	n/a	752
4	1415 m^2	0.7976	Andrew	Robotics Engineering	0.8987	949	-470	golf	1423	-666
2	1323 m^2	0.5765	Reilly	Technology and Information Management	-0.1428	382	818	soccer	698	570
0	780 m^2	1.8024	inan	Biotechnology, Electrical Engineering	2.1672	1522	1006	track & field	1557	1241
3	-415 m^2	1.4152	Lise	Applied Mathematics, Natural Language Processing	0.3927	1406	-678	basketball	-196	1768
0	1392 m^2	-0.9421	Inan	Computer Engineering, Electrical Engineering, Bioinformatics	0.9261	194	350	running	483	1412
4	814 m^2	-0.2854	CHRIS	Computer Science	0.0564	6	530	golf	742	1068
2	1044 m^2	0.9841	Reilly	Data Science	-1.364	764	303	tennis	966	335
1	1249 m^2	-0.076	Vani	Robotics Engineering	-1.5226	35	1220	football	-387	562
3	369 m^2	-0.5879	Lise	Natural Language Processing, Human Computer Interaction, Games and Playable Media	0.495	1120	1067	badminton	346	982
1	1168 m^2	1.1251	Tony	Computer Science	0.0144	-793	248	football	-416	563
2	659 m^2	0.2184	Reilly	Data Science, Technology and Information Management	1.0754	963	74	soccer	-69	419
4	2777 m^2	0.805	Michael	Robotics Engineering	1.4775	-1037	1135	baseball	231	1662
0	2763 m^2	-0.2081	Fabrice	Electrical Engineering	0.5527	114	-577	running	-605	926
1	3908 m^2	0.3632	Vani	Statistics	-0.0507	-714	650	football	-408	1322
0	-539 m^2	0.3555	Inan	Computer Engineering, Biotechnology	1.6418	-44	407	track & field	500	2078
3	910 m^2	1.2409	Sam	Computational Media, Technology and Information Management	-0.2465	2524	-144	golf	996	1349
0	1744 m^2	1.8562	Fabrice	bIOINFORMATICS, bIOTECHNOLOGY	2.5327	1627	1239	track & field	-227	1801
2	2157 m^2	-0.2197	reilly	Data Science, Technology and Information Management	0.9854	842	998	tennis	1522	649
2	682 m^2	0.5868	Reilly	Technology and Information Management, Data Science	0.1855	-348	475	tennis	1229	538
4	1028 m^2	0.0305	Andrew	Robotics Engineering	0.6266	798	-1697	golf	-346	374
2	1393 m^2	0.612	Reilly	Data Science, Computational Media	1.1012	102	657	tennis	1943	957
4	1567 m^2	-0.1803	Chris	Robotics Engineering	1.0441	1565	-153	golf	742	1171
3	-170 m^2	1.466	Lise	human computer interaction, bioengineering, natural language processing, applied mathematics	-0.1654	1023	628	boxing	1967	1174
2	159 m^2	-0.0172	rEILLY	Computational Media, Technology And Information Management	NULL	30	1334	soccer	1525	353
3	102 m^2	0.8387	Sam	Natural Language Processing, Bioengineering, Applied Mathematics	0.9384	695	-139	running	2113	2604
0	1583 m^2	-0.3144	Inan	Biotechnology, Bioinformatics, Electrical Engineering	1.0566	765	-1058	TRACK & FIELD	104	2411
2	1821 m^2	0.6953	Reilly	Computational Media	-0.2992	-602	1948	soccer	826	1101
3	453 m^2	-0.1941	Sam	NULL	0.7965	2694	328	basketball	1337	475
1	1655 m^2	-0.5121	Vani	Statistics	-0.3296	-1410	1824	football	1527	-8
2	-40 m^2	-0.03	Reilly	Data Science	-1.6251	-251	357	track & field	2201	1859
2	1915 m^2	-1.1649	Reilly	Data Science	-1.5494	284	-356	soccer	266	2099
2	855 m^2	0.3571	Reilly	Technology and Information Management, Computational Media	1.6897	168	-64	soccer	1204	-108
2	74 m^2	1.7043	Reilly	Technology and Information Management	0.155	49	592	soccer	?	-76
1	-288 m^2	1.4002	Vani	Computer Game Design	0.1673	n/a	210	football	448	-193
4	2805 m^2	1.0039	Andrew	Computer Science	0.0287	532	838	golf	1200	-327
3	-257 m^2	-0.0463	Sam	Human Computer Interaction, Games and Playable Media, Bioengineering, Natural Language Processing	-0.9868	754	869	boxing	2343	2188
4	2165 m^2	-0.1616	Chris	Computer Science	n/a	341	-565	golf	1107	-94
2	-93 m^2	1.4991	REILLY	Data Science, Computational Media	1.1143	40	1436	tennis	778	2219
3	85 m^2	0.3603	Sam	Bioengineering	0.0486	34	1294	ice hockey	2575	-149
1	1353 m^2	1.1807	Tony	Computer Game Design	0.123	-181	661	football	892	-377
4	-37 m^2	1.0304	Michael	Robotics Engineering	-0.265	2168	421	baseball	1502	-538
0	310 m^2	0.1377	Inan	Computer Engineering, Biotechnology	-1.4424	3	682	RUNNING	-1514	1859
0	1276 m^2	-0.6686	Fabrice	?	-0.0384	-221	-1819	track & field	-537	793
3	-541 m^2	1.0118	Lise	Games and Playable Media	0.3485	435	1026	motor sports	942	1075
4	N/A	-0.5321	Michael	robotics engineering	1.1385	-25	-820	baseball	1631	787
4	2357 m^2	-0.1304	Chris	Robotics Engineering	0.3182	376	-103	golf	946	190
0	907 m^2	2.1425	Reilly	Computer Engineering	-0.6573	-247	501	track & field	1346	-345
2	1646 m^2	2.0014	Reilly	Technology and Information Management, Computational Media	0.5076	113	1428	tennis	234	59
2	1743 m^2	0.1626	Reilly	Technology and Information Management, Computational Media	-0.017	-859	250	tennis	1051	1773
0	-78 m^2	1.9822	Fabrice	Electrical Engineering, Computer Engineering, Bioinformatics	2.0735	496		track & field	-1127	17
1	730 m^2	1.0599	Tony	Statistics	1.2478	359	1055	football	-637	378
4	2345 m^2	-0.0361	Michael	ROBOTICS ENGINEERING	1.5475	1264	-169	golf	59	2291
3	-651 m^2	0.5116	Sam	Applied Mathematics, Natural Language Processing, Games and Playable Media	0.8365	566	-435	ice hockey	1647	115
2	1311 m^2	0.1804	Reilly	Computer Engineering, Biotechnology, Electrical Engineering	-1.1154	504	862	soccer	518	859
2	1200 m^2	0.8469	Reilly	Technology and Information Management	1.1222	-703	922	football	1025	1388
0	202 m^2	0.1077	Inan	Bioinformatics	0.9431	2619	862	track & field	-763	1340
2	1173 m^2	0.9843	Reilly	Technology and Information Management	-0.8224	-161	797	baseball	1363	2274
4	355 m^2	0.0264	Andrew	Robotics Engineering	-1.8565	763	394	golf	493	1211
3	268 m^2	0.2076	Sam	Bioengineering, Applied Mathematics, Natural Language Processing	0.9332	-556	-1312	badminton	139	898
0	1864 m^2	1.5541	Fabrice	Biotechnology, Computer Engineering	0.2048	2591	89	running	2348	1376
0	762 m^2	0.7827	Fabrice	Bioinformatics	0.2092	1189	226	running	366	95
3	26 m^2	0.1404	Lise	Natural Language Processing, Games and Playable Media, Human Computer Interaction	0.8653	1862	32	motor sports	1016	570
0	1668 m^2	-0.6796	Fabrice	Computer Engineering, Bioinformatics	0.1094	1137	283	soccer	-330	1659
2	192 m^2	-0.3515	Reilly	Computational Media	0.2858	855	1128	tennis	-433	-1144
4	2125 m^2	1.2367	NULL	Robotics Engineering	-0.4132	1291	551	GOLF	565	1955
1	174 m^2	0.2156	andrew	Bioengineering, Natural Language Processing, Applied Mathematics, Games and Playable Media	-0.213	863	529	football	1474	324
3	-762 m^2	-0.7207	Lise	Applied Mathematics	0.1926	-783	876	motor sports	220	1074
2	-1480 m^2	-0.829	Reilly	Computational Media	-0.5354	1341	2070	soccer	1193	1270
0	1175 m^2	0.5084	Inan	Electrical Engineering, Computer Engineering	2.4486	312	1793	running	626	891
1	163 m^2	1.7188	Michael	Statistics	1.7021	1937	2335	football	2663	129
1	1285 m^2	-0.5797	Eriq	Computer Game Design	0.8739	1059	927	football	-49	-266
3	-535 m^2	?	LISE	Natural Language Processing	-0.2964	609	-41	boxing	1704	1139
1	1659 m^2	1.045	Tony	Statistics	0.6208	-264	772	football	-784	-629
1	1760 m^2	0.5712	Eriq	Computer Game Design	0.8735	472	2142	football	139	193
1	-56 m^2	0.0963	Eriq	Computer Science	0.1721	776	-182	football	911	743
4	938 m^2	0.9333	Michael	Robotics Engineering	1.5635	2769	-248	baseball	1225	-915
4	3000 m^2	-0.078	Michael	Robotics Engineering	0.6173	-385	510	golf	1703	786
1	1543 m^2	1.3639	Eriq	Statistics	-0.5224	11	484	football	19	342
2	736 m^2	1.4052	Reilly	Technology and Information Management	0.6914	907	628	soccer	591	518
1	605 m^2	0.9917	Eriq	Statistics	-1.5566	-1457	-331	football	173	690
3	361 m^2	0.1208	Lise	Bioengineering	1.2415	1794	831	boxing	200	1455
4	2519 m^2	0.6564	Chris	Robotics Engineering	2.7678	997	-1526	golf	394	404
1	2701 m^2	0.508	Eriq	Statistics	0.0263	482	1914	football	-15	507
3	513 m^2	0.54	Sam	Games and Playable Media, Bioengineering, Natural Language Processing, Applied Mathematics	-0.1627	1212	92	volleyball	512	568
3	-564 m^2	-0.5019	lise	Statistics	-0.0186	1860	808	boxing	1776	2476
2	2145 m^2	1.006	Reilly	Computational Media, Technology and Information Management	0.2614	434	282	tennis	286	119
1	90 m^2	-0.2177	Tony	Computer Game Design	-0.4403	-802	229	Football	526	1245
1	2897 m^2	1.0069	Eriq	Computer Game Design	-1.3501	41	130	football	204	-98
1	1162 m^2	?	Vani	Statistics	0.3321	1182	400	football	-1064	414
3	-312 m^2	-0.1379	Lise	Bioengineering, Human Computer Interaction	1.0142	-196	387	boxing	2174	319
3	165 m^2	0.4412	Lise	Games and Playable Media	1.3471	743	1359	boxing	2579	1834
4	1378 m^2	0.3926	Andrew	Computer Science	-0.2881	1323	-351	golf	1261	1202
4	2015 m^2	-0.2869	Michael	Robotics Engineering	2.8369	838	-720	baseball	1097	557
2	2090 m^2	-0.0204	Sam	Computer Engineering	0.755	-1178	720	soccer	258	1273
4	1408 m^2	0.2885	Andrew	ELECTRICAL ENGINEERING, BIOTECHNOLOGY, COMPUTER ENGINEERING	1.5168	1748	-241	baseball	817	760
4	543 m^2	0.9056	Andrew	Games and Playable Media, Bioengineering	1.436	1450	-1907	golf	718	647
4	1193 m^2	0.2477	Michael	Computer Science	0.5654	3013	240	golf	1078	193
0	1452 m^2	-0.1695	Inan	Bioinformatics, Computer Engineering, Electrical Engineering	0.988	205	620	running	268	182
4	441 m^2	2.0864	Michael	Computer Science	0.9858	1833	-100	golf	1376	-108
2	194 m^2	1.4631	Reilly	Technology and Information Management	-1.2557	-254	1773	football	782	1639
4	267 m^2	0.8379	Chris	Computer Science	-0.3702	1054	-837	baseball	1252	216
1	328 m^2	-0.2192	Vani	Statistics	0.69	-991	677	football	479	-321
2	1261 m^2	0.3729	Reilly	Computational Media	-0.037	-266	216	soccer	1153	577
0	1078 m^2	-0.371	Fabrice	Electrical Engineering	-1.4957	1457	1239	track & field	-848	1370
4	2106 m^2	-0.2744	?	Computer Science	2.5447	1778	-102	golf	1199	1227
0	1696 m^2	-0.0236	Fabrice	Bioinformatics	1.4225	525	-221	running	-254	2342
4	913 m^2	1.1286	Michael	Computer Science	0.3805	1905	-733	golf	-273	1141
3	927 m^2	0.3923	Lise	Applied Mathematics, Natural Language Processing, Human Computer Interaction, Bioengineering	0.7847	472	168	badminton	2195	1736
0	608 m^2	0.691	Fabrice	Biotechnology	2.1743	1049	1708	track & field	1084	1086
1	1047 m^2	1.1809	Eriq	Statistics	-0.0313	-140	772	football	672	1367
1	2137 m^2	0.7338	Sam	Computer Game Design	-1.5737	846	1845	football	-358	-783
4	-320 m^2	0.4071	Andrew	Robotics Engineering	0.9625	2258	-6	running	1186	-394
3	618 m^2	0.2922	Lise	Games and Playable Media, Applied Mathematics, Natural Language Processing, Human Computer Interaction	-0.7574	759	-262	badminton	1423	1346
1	650 m^2	0.3714	Vani	Statistics	0.8523	-506	509	football	0	791
2	1551 m^2	0.5151	Reilly	Technology and Information Management	1.4113	-455	313	tennis	477	-517
0	1450 m^2	1.5484	Fabrice	Computer Engineering	0.4711	2049	-930	track & field	-357	1145
1	971 m^2	1.0412	Vani	Computer Engineering	-0.0373	977	87	tennis	751	1174
2	1711 m^2	0.8788	Reilly	Technology and Information Management, Computational Media	-0.7641	745	570	soccer	1150	1742
3	869 m^2	0.4985	Eriq	Robotics Engineering	1.3273	712	80	motor sports	1605	1955
1	1135 m^2	0.5071	Tony	Computer Game Design	-1.1079	-1087	768	football	-721	-1090
0	-73 m^2	N/A	Inan	Computer Engineering	1.3899	1064	-46	running	-170	2660
1	2403 m^2	1.4419	Tony	Statistics	0.5916	-1120	361	football	694	-288
2	1814 m^2	0.3413	Reilly	Computational Media, Data Science	0.2046	-130	1025	soccer	1013	-717
3	-668 m^2	-0.409	Lise	Bioengineering, Human Computer Interaction, Games and Playable Media	0.4131	690	603	ice hockey	549	-335
4	689 m^2	0.308	Andrew	Computational Media	1.4926	433	459	golf	-74	-178
2	1245 m^2	0.6859	Reilly	Computational Media, Data Science	0.0248	175	53	baseball	1617	-481
4	1661 m^2	1.4531	Michael	Robotics Engineering	0.3986	-118	-650	baseball	174	76
4	2849 m^2	-0.4904	Chris	Computer Science	0.7105	2537	2273	golf	-147	341
0	812 m^2	-0.7837	Fabrice	Computer Engineering, Biotechnology, Electrical Engineering	0.272	399	-1186	track & field	59	1442
2	42 m^2	0.3632	Reilly	Technology and Information Management	0.7284	1406	1765	soccer	633	-434
3	-280 m^2	0.6698	Lise	Games and Playable Media, Applied Mathematics, Human Computer Interaction	2.8327	636	437	ice hockey	1075	1892
0	175 m^2	-0.112	Inan	Computer Engineering	1.0765	-624	-464	running	1191	1698
1	2326 m^2	-0.5934	Tony	Statistics	-0.8324	-1126	1839	football	1794	184
0	-553 m^2	1.1027	Fabrice	Bioinformatics	0.2434	750	476	baseball	-768	1428
1	1018 m^2	0.594	Vani	Bioinformatics	0.4269	1215	301	football	1231	506
4	1272 m^2	-0.0904	Andrew	Computer Science	0.0435	541	855	baseball	266	222
1	1296 m^2	1.065	Vani	Computational Media, Data Science	-1.7526	-1208	1767	football	-949	None
4	2101 m^2	0.304	Michael	Data Science, Computational Media	1.6253	97	1074	golf	400	889
1	175 m^2	0.553	Eriq	Computer Game Design	-0.1943	665	1167	football	1514	1132
4	-370 m^2	0.2989	Michael	Natural Language Processing, Applied Mathematics, Human Computer Interaction, Games and Playable Media	-0.1303	2130	55	golf	256	-1189
1	321 m^2	0.8714	Vani	Computer Game Design	-0.0812	345	842	football	-541	277
3	306 m^2	2.2741	Sam	Games and Playable Media, Natural Language Processing, Applied Mathematics, Bioengineering	0.9927	363	704	motor sports	208	775
3	-1005 m^2	1.2926	Sam	Biotechnology, Computer Engineering, Bioinformatics	0.861	94	1417	ice hockey	722	1341
4	417 m^2	-0.4433	Chris	Computer Science	0.653	-1876	386	baseball	1194	-4
4	2156 m^2	-0.2853	CHRIS	Computer Science	0.6046	1924	576	golf	-372	1176
4	382 m^2	0.6731	michael	Robotics Engineering	0.0498	2026	-113	baseball	-841	1023
3	-1038 m^2	0.7204	Lise	Natural Language Processing, Bioengineering, Human Computer Interaction	0.2218	2042	291	ice hockey	1753	-798
2	191 m^2	-0.115	Reilly	Data Science	0.6642	-112	320	soccer	1853	171
2	1148 m^2	0.0522	Reilly	Computational Media	-0.9539	1	732	tennis	1605	-29
4	-294 m^2	1.3879	Andrew	Robotics Engineering	1.4238	-412	236	golf	299	956
4	2719 m^2	0.92	Michael	Robotics Engineering	0.9753		949	golf	2068	664
3	304 m^2	1.1825	Lise	Statistics	0.4628	2145	-1155	volleyball	621	1434
4	1814 m^2	0.0273	Andrew	Computer Science	1.8606	1791	-168	baseball	-53	315
0	756 m^2	-1.2184	Fabrice	Bioinformatics, Computer Engineering, Biotechnology	1.4385	624	323	running	-211	600
1	1479 m^2	-0.0629	Eriq	sTATISTICS	1.2636	70	477	football	418	719
0	683 m^2	1.2995	Fabrice	Computer Engineering, Bioinformatics	-0.3631	-392	511	TRACK & FIELD	158	3332
0	1452 m^2	1.3754	Fabrice	Computer Engineering, Biotechnology	0.9183	1181	-215	track & field	79	1878
1	1013 m^2	2.2098	Eriq	Computer Game Design	0.5372	294	1969	football	332	521
1	-128 m^2	0.6134	Eriq	Bioengineering	-1.5272	74	1589	football	-649	-570
0	2338 m^2	0.759	Fabrice	Electrical Engineering, Computer Engineering	1.7854	356	-25	running	-827	1597
0	1481 m^2	0.9267	Inan	Computer Engineering	0.9858	1483	-416	running	-409	231
3	501 m^2	1.1362	Lise	Natural Language Processing, Applied Mathematics, Bioengineering	?	1822	142	BASKETBALL	835	-684
1	1064 m^2	0.4874	Eriq	Statistics	0.7799	725	598	football	-101	331
3	-403 m^2	-0.5938	Sam	Statistics	-0.5996	198	-261	basketball	1496	-405
3	1067 m^2	0.8083	Sam	Bioengineering	-0.0831	436	407	volleyball	835	1024
3	1941 m^2	0.0678	Lise	Applied Mathematics, Natural Language Processing, Games and Playable Media, Bioengineering	0.4034	1698	-350	ice hockey	1317	1272
2	-71 m^2	-0.3696	Reilly	Robotics Engineering	-0.3485	330	1249	soccer	671	2125
1	2120 m^2	1.3396	Tony	Computer Game Design	0.2919	-822	991	football	1241	425
3	1587 m^2	1.0664	Sam	Applied Mathematics, Natural Language Processing, Games and Playable Media	1.1019	1893	862	motor sports	1442	996
2	1263 m^2	0.861	Reilly	Computational Media, Data Science	-0.0965	441	1022	soccer	1	2172
4	268 m^2	0.123	Andrew	Robotics Engineering	1.0724	1316	1267	golf	1324	63
2	-263 m^2	1.3191	Reilly	Data Science	1.5434	655	568	soccer	1984	1111
3	224 m^2	1.0145	Inan	Human Computer Interaction	0.5292	308	1015	basketball	1506	164
4	540 m^2	-0.8983	Michael	Computational Media, Data Science	1.9457	2690	644	golf	1683	0
4	1914 m^2	2.0494	Michael	Computer Science	2.4699	566	-569	baseball	533	197
2	593 m^2	0.1124	Reilly	Technology and Information Management, Data Science	-1.0847	1489	215	tennis	349	-803
1	800 m^2	0.0302	Tony	Computer Game Design	0.9424	1426	928	football	212	389
4	-274 m^2	1.6766	Inan	Robotics Engineering	0.3123	3166	1819	baseball	154	1311
3	2277 m^2	0.966	Sam	Bioengineering, Natural Language Processing	0.8792	348	1348	motor sports	437	-592
1	-148 m^2	0.0228	Eriq	Statistics	-0.2611	847	-1570	football	1089	1996
4	174 m^2	0.5312	Andrew	Games and Playable Media, Natural Language Processing	-0.0706	179	-416	baseball	331	671
1	1501 m^2	0.4951	Eriq	Computer Game Design	1.3065	-370	1662	football	-266	-745
2	745 m^2	0.8111	Reilly	dATA sCIENCE, cOMPUTATIONAL mEDIA	-0.0179	1669	1635	tennis	838	-563
2	1014 m^2	1.054	Sam	Technology and Information Management, Computational Media	0.5375	649	992	tennis	1554	-977
0	-372 m^2	0.5411	Fabrice	Biotechnology, Electrical Engineering	1.0558	-528	-1062	running	1413	1539
4	1301 m^2	-0.3541	Chris	Electrical Engineering, Biotechnology	0.5257	-29	139	baseball	864	279
3	-631 m^2	0.0545	Lise	Human Computer Interaction	1.5031	1456	585	basketball	553	2007
2	1910 m^2	0.4646	rEILLY	Biotechnology, Computer Engineering	-0.8141	632	2041	soccer	490	-243
2	272 m^2	1.3965	Reilly	Technology and Information Management, Data Science	-1.0764	-405	-388	tennis	944	1137
0	1241 m^2	0.5834	Inan	Biotechnology, Computer Engineering	1.5847	629	11	running	-641	596
1	-461 m^2	1.4292	Tony	Statistics	-0.6839	993	2343	football	-494	1448
1	1254 m^2	-0.5072	Vani	Computer Game Design	-0.4398	-1425	1378	football	-25	511
3	332 m^2	0.5378	Sam	Human Computer Interaction, Natural Language Processing, Bioengineering	-0.0185	1115	-505	boxing	1758	353
3	-1041 m^2	1.7699	Sam	Applied Mathematics, Natural Language Processing, Bioengineering, Human Computer Interaction	1.9866	1045	-588	motor sports	1122	499
1	130 m^2	0.1341	Eriq	Bioinformatics, Biotechnology, Electrical Engineering	0.7834	308	94	football	1393	198
4	1740 m^2	0.3977	Chris	Robotics Engineering	0.9296	713	15	baseball	-72	530
0	-799 m^2	-0.1156	Inan	Computer Engineering, Biotechnology, Bioinformatics	0.8474	323	-164	track & field	375	1078
1	1960 m^2	1.7142	Tony	Computer Game Design	0.0555	302	-8	football	72	1698
1	372 m^2	-0.1377	Tony	Computer Game Design	-0.5895	-215	1158	football	-570	613
1	532 m^2	1.7473	Eriq	Computer Science	0.2466	54	1747	football	538	-207
3	-1243 m^2	-0.3848	Sam	Games and Playable Media, Human Computer Interaction	2.0296	110	445	boxing	1225	218
2	1003 m^2	1.3293	Reilly	Technology and Information Management, Computational Media	0.1455	-132	1626	tennis	-435	-1294
1	693 m^2	-0.5378	Vani	Statistics	0.0406	-467	566	football	-752	1464
4	486 m^2	0.4612	cHRIS	N/A	1.0559	-771	740	golf	1746	-362
3	-332 m^2	-0.8376	Sam	Games and Playable Media, Bioengineering	2.5373	-1188	-662	volleyball	615	1225
4	695 m^2	0.6093	Chris	Human Computer Interaction	0.9246	-498	-1059	golf	14	-217
3	-497 m^2	0.8668	Sam	Games and Playable Media, Human Computer Interaction, Applied Mathematics, Bioengineering	0.3547	1376	-17	motor sports	2366	936
4	1208 m^2	1.32	Chris	Robotics Engineering	1.8689	1039	-564	baseball	1719	-1320
4	2171 m^2	0.9441	Andrew	Robotics Engineering	2.8333	-946	-539	baseball	544	1122
4	317 m^2	0.8768	MICHAEL	Robotics Engineering	1.9341	434	-574	golf	-135	853
0	1051 m^2	-0.1069	Fabrice	Biotechnology, Computer Engineering	1.094	1071	754	running	602	1861
2	116 m^2	-0.1346	Tony	Computational Media, Technology and Information Management	0.1867	1307	959	tennis	1163	589
3	671 m^2	0.7245	Lise	Applied Mathematics	1.5276	375	10	Motor Sports	571	202
3	-1135 m^2	-1.1103	Lise	Human Computer Interaction, Games and Playable Media	0.0061	1309	-1397	boxing	317	-497
4	1254 m^2	0.4181	Michael	Computer Science	-0.0847	933	289	football	1024	-1539
2	1037 m^2	-0.6589	Reilly	Computational Media, Technology and Information Management	-0.7874	-498	1158	tennis	1383	565
2	114 m^2	0.3233	Reilly	Data Science	0.1036	379	809	tennis	547	-298
4	-269 m^2	1.6337	Andrew	Computer Science	1.3307	467	-432	Golf	-106	-875
0	397 m^2	0.5	Inan	Computer Engineering	1.2809	788	1730	track & field	-707	1265
0	307 m^2	0.7721	Fabrice	Technology and Information Management, Data Science	-0.0129	887	1577	track & field	427	-217
0	1277 m^2	0.5286	Fabrice	Bioinformatics, Computer Engineering, Electrical Engineering	-0.3051	1861	554	running	-438	743
2	2618 m^2	-0.5699	Reilly	Data Science, Technology and Information Management	0.6661	-412	913	tennis	536	1434
3	382 m^2	1.285	Lise	Games and Playable Media, Applied Mathematics, Human Computer Interaction	0.3212	1963	548	motor sports	None	382
2	3107 m^2	0.4508	Reilly	Computational Media	0.4401	364	-811	tennis	1010	-597
1	993 m^2	0.2735	Eriq	Computational Media	-1.9825	1969	703	football	3	132
1	3642 m^2	0.8808	Vani	Computer Game Design	1.6554	-477	285	tennis	255	452
1	289 m^2	0.0477	Tony	Computer Game Design	-0.1889	742	1361	football	32	205
0	-328 m^2	0.3918	Inan	Computer Game Design	2.3423	4	613	running	1808	1320
2	124 m^2	0.5252	Reilly	Computational Media	-0.4482	569	2286	tennis	276	1317
4	849 m^2	1.1618	Andrew	Computer Science	0.377	603	1792	golf	307	963
0	1264 m^2	1.3896	Inan	Computer Engineering	0.417	1070	-404	track & field	475	1355
2	2303 m^2	0.3143	Reilly	Data Science	0.3226	64	1273	soccer	-74	-208
2	832 m^2	1.1044	Reilly	Computer Science	-1.0947	85	171	soccer	154	223
3	1267 m^2	-0.1435	Lise	Games and Playable Media, Applied Mathematics, Human Computer Interaction	-1.294	86	461	ice hockey	41	911
1	286 m^2	0.9087	Vani	Games and Playable Media, Natural Language Processing, Human Computer Interaction	-0.1422	-371	1958	football	1517	1805
1	840 m^2	1.22	vani	Statistics	0.4421	461	1020	football	980	227
4	322 m^2	0.0674	Michael	Computer Science	0.8702	154	1204	baseball	-675	1123
0	None	1.0537	Inan	Computer Engineering, Bioinformatics, Biotechnology	0.9776	1160	-368	track & field	-336	197
3	-40 m^2	-1.1096	Lise	tECHNOLOGY AND iNFORMATION mANAGEMENT	1.3077	414	-1193	ice hockey	-332	651
2	960 m^2	-0.2847	Reilly	Data Science, Technology and Information Management	-0.1492	-771	-61	tennis	524	432
3	1186 m^2	0.0044	Lise	Natural Language Processing, Games and Playable Media, Bioengineering, Human Computer Interaction	0.934	1207	1031	soccer	1648	943
0	-194 m^2	0.7739	Fabrice	Biotechnology, Computer Engineering	2.3708	1748	383	running	-67	1191
4	1701 m^2	-0.6563	Chris	Computer Game Design	0.2605	34	-180	golf	685	337
0	469 m^2	0.7323	Fabrice	Biotechnology, Computer Engineering	-0.6167	-43	-202	track & field	-400	1267
0	105 m^2	-0.0788	Inan	Electrical Engineering, Bioinformatics	-0.0795	2519	-88	running	963	-813
0	2046 m^2	1.3712	Michael	Bioinformatics	-0.0184	372	-563	running	114	1403
3	1111 m^2	0.3362	Sam	Games and Playable Media	1.4847	474	176	volleyball	923	1614
3	819 m^2	0.1301	Lise	Applied Mathematics	-0.0925	1137	196	volleyball	-409	1471
4	-97 m^2	0.264	Chris	Robotics Engineering	-0.4643	1249	765	baseball	2142	-195
4	1692 m^2	-0.4578	Chris	Robotics Engineering	0.6485	577	-363	baseball	1289	-305
2	628 m^2	0.5721	Reilly	Data Science	-0.3853	692	1536	soccer	1264	375
4	1681 m^2	0.5132	Michael	Robotics Engineering	0.7041	1970	1132	baseball	833	1676
0	2301 m^2	0.4955	Fabrice	Electrical Engineering, Biotechnology, Bioinformatics	1.3068	1775	-667	track & field	-822	1362
3	-7 m^2	0.3902	Sam	Human Computer Interaction, Natural Language Processing, Bioengineering, Applied Mathematics	0.0988	147	15	badminton	-710	-71
3	939 m^2	-0.7001	Sam	Robotics Engineering	0.9757	539	2087	badminton	1278	199
3	-812 m^2	1.1595	sAM	Human Computer Interaction, Applied Mathematics	1.5179	1710	460	motor sports	1589	740
4	1689 m^2	1.0803	Chris	Robotics Engineering	0.9991	1518	785	baseball	317	363
1	1009 m^2	-0.1534	Eriq	Computer Game Design	0.0973	-130	435	football	405	655
4	1245 m^2	-0.2874	Andrew	Robotics Engineering	2.2156	1975	1173	baseball	-57	-1399
2	752 m^2	0.2576	Reilly	Computational Media, Data Science	0.9585	853	472	soccer	974	1101
2	188 m^2	1.0122	Reilly	Technology and Information Management, Data Science	-0.0289	598	1381	soccer	2841	793
1	1470 m^2	1.0597	Tony	Bioengineering, Natural Language Processing, Human Computer Interaction	0.4789	-1070	868	football	415	-879
4	957 m^2	1.1953	Chris	Computer Science	-1.1247	1582	1079	football	2345	205
